Diff_FromDomActDom,BL_IP,Created_within_1_year,Expire_in_13_months,mail_dt,cntry,msgid,tm,cn_typ,hop
0,0,0,0,0.054703,0.3464221,0.5587205,0.6521418,0.8367861,1
0,0,0,0,0.054703,0.3464221,0.8857551,0.1937782,0.8367861,1
0,0,0,0,0.054703,0.3464221,0.9678236,0.9525808,0.8367861,1
0,0,0,0,0.054703,0.3464221,0.404923,0.1763607,0.8367861,1
0,0,0,0,0.054703,0.3464221,0.0383388,0.6293135,0.8367861,1
0,0,0,0,0.054703,0.3464221,0.7355365,0.7620789,0.8367861,1
0,0,0,0,0.4315525,0.3464221,0.0918411,0.6500871,0.8367861,1
0,0,0,0,0.010768,0.3464221,0.3854885,0.8676701,0.8367861,1
0,0,0,0,0.7975085,0.3464221,0.6206795,0.3720897,0.8367861,1
0,0,0,0,0.9095135,0.3464221,0.9446643,0.5649956,0.8367861,1
0,0,0,0,0.010768,0.3464221,0.9003681,0.8115248,0.8367861,1
0,0,0,0,0.010768,0.3464221,0.8776671,0.6272482,0.8367861,1
0,0,0,0,0.010768,0.3464221,0.0928185,0.5268138,0.8367861,1
0,0,0,0,0.010768,0.3464221,0.0310346,0.0632088,0.8367861,1
0,0,0,0,0.010768,0.3464221,0.0753744,0.3256828,0.8367861,1
0,0,0,0,0.7923327,0.3464221,0.1248305,0.5591506,0.8367861,1
0,0,0,0,0.7923327,0.3464221,0.6749376,0.889198,0.8367861,1
0,0,0,0,0.3730858,0.3464221,0.4402524,0.6585432,0.8367861,1
0,0,0,0,0.7923327,0.3464221,0.9977111,0.2416931,0.8367861,1
0,0,0,0,0.7923327,0.3464221,0.9737858,0.7983839,0.8367861,1
0,0,0,0,0.9095135,0.3464221,0.1144543,0.6639927,0.8367861,1
0,0,0,0,0.7923327,0.3464221,0.7092585,0.422539,0.8367861,1
0,0,0,0,0.7923327,0.3464221,0.2249378,0.5911572,0.8367861,1
0,0,0,0,0.7923327,0.3464221,0.7682046,0.6862458,0.8367861,1
0,0,0,0,0.7923327,0.3464221,0.2199425,0.5443158,0.8367861,1
0,0,0,0,0.7923327,0.3464221,0.3646566,0.9198452,0.8367861,1
0,0,0,0,0.7923327,0.3464221,0.8490251,0.1322997,0.8367861,1
0,0,0,0,0.7923327,0.3464221,0.0956026,0.0933244,0.8367861,1
0,0,0,0,0.6426751,0.3464221,0.7176228,0.4263211,0.8367861,1
0,0,0,0,0.4315525,0.3464221,0.9869301,0.3193727,0.8367861,1
0,0,0,0,0.7923327,0.3464221,0.7241722,0.1941709,0.8367861,1
0,0,0,0,0.7923327,0.3464221,0.6758758,0.7296707,0.8367861,1
0,0,0,0,0.7923327,0.3464221,0.3860818,0.1141821,0.8367861,1
0,0,0,0,0.9095135,0.3464221,0.3192951,0.4889999,0.8367861,1
0,0,0,0,0.7923327,0.3464221,0.299439,0.6586094,0.8367861,1
0,0,0,0,0.2670739,0.3464221,0.7595412,0.5785667,0.8367861,1
0,0,0,0,0.2670739,0.3464221,0.7300897,0.4527091,0.8367861,1
0,0,0,0,0.2670739,0.3464221,0.2258846,0.5764884,0.8367861,1
0,0,0,0,0.2670739,0.3464221,0.1081625,0.2003523,0.8367861,1
0,0,0,0,0.2670739,0.3464221,0.827386,0.5074334,0.8367861,1
0,0,0,0,0.4315525,0.3464221,0.123245,0.5850974,0.8367861,1
0,0,0,0,0.2670739,0.3464221,0.0408112,0.5461256,0.8367861,1
0,0,0,0,0.2670739,0.3464221,0.9996934,0.5903704,0.8367861,1
0,0,0,0,0.2670739,0.3464221,0.7167472,0.8337927,0.8367861,1
0,0,0,0,0.2670739,0.3464221,0.983628,0.1783994,0.8367861,1
0,0,0,0,0.9095135,0.3464221,0.228473,0.8614167,0.8367861,1
0,0,0,0,0.2670739,0.3464221,0.916559,0.7182166,0.8367861,1
0,0,0,0,0.2670739,0.3464221,0.6244331,0.8194577,0.8367861,1
0,0,0,0,0.2670739,0.3464221,0.0148524,0.471651,0.8367861,1
0,0,0,0,0.4231693,0.3464221,0.7068778,0.066239,0.8367861,1
0,0,0,0,0.4231693,0.3464221,0.5638146,0.0020111,0.8367861,1
0,0,0,0,0.4315525,0.3464221,0.4904664,0.3632336,0.8367861,1
0,0,0,0,0.4231693,0.3464221,0.603608,0.8435554,0.8367861,1
0,0,0,0,0.4231693,0.3464221,0.099961,0.4377128,0.8367861,1
0,0,0,0,0.4231693,0.3464221,0.3511594,0.7875808,0.8367861,1
0,0,0,0,0.4231693,0.3464221,0.7435493,0.0007449,0.8367861,1
0,0,0,0,0.4231693,0.3464221,0.5241237,0.4541659,0.8367861,1
0,0,0,0,0.9095135,0.3464221,0.8616227,0.0580592,0.8367861,1
0,0,0,0,0.4231693,0.3464221,0.4792635,0.1691745,0.8367861,1
0,0,0,0,0.4231693,0.3464221,0.1713343,0.0382817,0.8367861,1
0,0,0,0,0.4231693,0.3464221,0.1676492,0.8277472,0.8367861,1
0,0,0,0,0.4231693,0.3464221,0.8971728,0.0491076,0.8367861,1
0,0,0,0,0.4315525,0.3464221,0.983777,0.926202,0.8367861,1
0,0,0,0,0.4231693,0.3464221,0.5482909,0.4537033,0.8367861,1
0,0,0,0,0.4231693,0.3464221,0.6625437,0.3139002,0.8367861,1
0,0,0,0,0.3520833,0.3464221,0.1189043,0.3444708,0.8367861,1
0,0,0,0,0.3520833,0.3464221,0.5996329,0.7593085,0.8367861,1
0,0,0,0,0.3520833,0.3464221,0.11457,0.1405454,0.8367861,1
0,0,0,0,0.3520833,0.3464221,0.9012051,0.7965308,0.8367861,1
0,0,0,0,0.9095135,0.3464221,0.9870671,0.2711941,0.8367861,1
0,0,0,0,0.3520833,0.3464221,0.3175662,0.7075681,0.8367861,1
0,0,0,0,0.3520833,0.3464221,0.5902369,0.3256828,0.8367861,1
0,0,0,0,0.3743393,0.3464221,0.328096,0.9224046,0.8367861,1
0,0,0,0,0.8721021,0.3464221,0.7046771,0.3193727,0.8367861,1
0,0,0,0,0.3743393,0.3464221,0.2303416,0.9897721,0.8367861,1
0,0,0,0,0.3743393,0.3464221,0.7721341,0.9798615,0.8367861,1
0,0,0,0,0.3743393,0.3464221,0.2043856,0.116662,0.8367861,1
0,0,0,0,0.3743393,0.3464221,0.0916192,0.6995697,0.8367861,1
0,0,0,0,0.3743393,0.3464221,0.6968147,0.4670477,0.8367861,1
0,0,0,0,0.3743393,0.3464221,0.3057472,0.5871477,0.8367861,1
0,0,0,0,0.3743393,0.3464221,0.3965687,0.7046464,0.8367861,1
0,0,0,0,0.9095135,0.3464221,0.0403199,0.0550419,0.8367861,1
0,0,0,0,0.3743393,0.3464221,0.5330967,0.3896103,0.8367861,1
0,0,0,0,0.3743393,0.3464221,0.6025952,0.3116794,0.8367861,1
0,0,0,0,0.8721021,0.3464221,0.9309717,0.6602436,0.8367861,1
0,0,0,0,0.3743393,0.3464221,0.0102387,0.1763607,0.8367861,1
0,0,0,0,0.3743393,0.3464221,0.6636277,0.2377903,0.8367861,1
0,0,0,0,0.3743393,0.3464221,0.5645834,0.8303823,0.8367861,1
0,0,0,0,0.8738368,0.3464221,0.165041,0.9662861,0.8367861,1
0,0,0,0,0.8738368,0.3464221,0.2554237,0.7695555,0.8367861,1
0,0,0,0,0.8738368,0.3464221,0.1609713,0.1810371,0.8367861,1
0,0,0,0,0.8738368,0.3464221,0.9914899,0.402211,0.8367861,1
0,0,0,0,0.8738368,0.3464221,0.4814382,0.9707384,0.8367861,1
0,0,0,0,0.9095135,0.3464221,0.5260088,0.5529757,0.8367861,1
0,0,0,0,0.8738368,0.3464221,0.112243,0.4960857,0.8367861,1
0,0,0,0,0.8721021,0.3464221,0.6026915,0.8145615,0.8367861,1
0,0,0,0,0.8738368,0.3464221,0.8001281,0.3619264,0.8367861,1
0,0,0,0,0.8738368,0.3464221,0.8156677,0.6469925,0.8367861,1
0,0,0,0,0.8738368,0.3464221,0.0350187,0.9668922,0.8367861,1
0,0,0,0,0.8738368,0.3464221,0.081999,0.4096706,0.8367861,1
0,0,0,0,0.8738368,0.3464221,0.8048137,0.4812075,0.8367861,1
0,0,0,0,0.8738368,0.3464221,0.0341867,0.6792826,0.8367861,1
0,0,0,0,0.8738368,0.3464221,0.4711745,0.0958237,0.8367861,1
0,0,0,0,0.8738368,0.3464221,0.1917762,0.8412014,0.8367861,1
0,0,0,0,0.8738368,0.3464221,0.6200927,0.0822405,0.8367861,1
0,0,0,0,0.9891772,0.3464221,0.6734035,0.1979833,0.8367861,1
0,0,0,0,0.3730858,0.3464221,0.920689,0.8279153,0.8367861,1
0,0,0,0,0.8738368,0.3464221,0.3527028,0.212746,0.8367861,1
0,0,0,0,0.2697651,0.3464221,0.9783641,0.0157282,0.8367861,1
0,0,0,0,0.2697651,0.3464221,0.2369898,0.8178948,0.8367861,1
0,0,0,0,0.2697651,0.3464221,0.763928,0.2398706,0.8367861,1
0,0,0,0,0.2697651,0.3464221,0.9024927,0.9065578,0.8367861,1
0,0,0,0,0.2697651,0.3464221,0.3569386,0.1650195,0.8367861,1
0,0,0,0,0.2697651,0.3464221,0.4638361,0.2543058,0.8367861,1
0,0,0,0,0.2697651,0.3464221,0.8323261,0.1711774,0.8367861,1
0,0,0,0,0.2697651,0.3464221,0.510506,0.3045316,0.8367861,1
0,0,0,0,0.2697651,0.3464221,0.390404,0.3814377,0.8367861,1
0,0,0,0,0.8721021,0.3464221,0.1655417,0.7429853,0.8367861,1
0,0,0,0,0.9891772,0.3464221,0.8681,0.0092108,0.8367861,1
0,0,0,0,0.0833445,0.3464221,0.5245344,0.0975697,0.8367861,1
0,0,0,0,0.0833445,0.3464221,0.5143743,0.5955185,0.8367861,1
0,0,0,0,0.0833445,0.3464221,0.9412222,0.0379833,0.8367861,1
0,0,0,0,0.0833445,0.3464221,0.558302,0.6092248,0.8367861,1
0,0,0,0,0.0833445,0.3464221,0.6372551,0.9708116,0.8367861,1
0,0,0,0,0.0833445,0.3464221,0.915186,0.5193996,0.8367861,1
0,0,0,0,0.0833445,0.3464221,0.0144572,0.441892,0.8367861,1
0,0,0,0,0.0833445,0.3464221,0.251025,0.4637385,0.8367861,1
0,0,0,0,0.0833445,0.3464221,0.7423657,0.0111415,0.8367861,1
0,0,0,0,0.8721021,0.3464221,0.5625618,0.7962744,0.8367861,1
0,0,0,0,0.0833445,0.3464221,0.3599025,0.4546851,0.8367861,1
0,0,0,0,0.1760764,0.3464221,0.6787649,0.9748472,0.8367861,1
0,0,0,0,0.9891772,0.3464221,0.4611149,0.0410387,0.8367861,1
0,0,0,0,0.0833445,0.3464221,0.4501257,0.1937947,0.8367861,1
0,0,0,0,0.0833445,0.3464221,0.1192782,0.6376044,0.8367861,1
0,0,0,0,0.0833445,0.3464221,0.1119166,0.910393,0.8367861,1
0,0,0,0,0.0833445,0.3464221,0.9885817,0.8254676,0.8367861,1
0,0,0,0,0.0833445,0.3464221,0.9211604,0.8134321,0.8367861,1
0,0,0,0,0.0833445,0.3464221,0.9370676,0.1971471,0.8367861,1
0,0,0,0,0.0833445,0.3464221,0.5747584,0.5872049,0.8367861,1
0,0,0,0,0.2593884,0.3464221,0.5211025,0.9136272,0.8367861,1
0,0,0,0,0.8721021,0.3464221,0.1117195,0.5884948,0.8367861,1
0,0,0,0,0.0833445,0.3464221,0.7202296,0.727269,0.8367861,1
0,0,0,0,0.1342529,0.3464221,0.7345587,0.3041446,0.8367861,1
0,0,0,0,0.1342529,0.3464221,0.5995927,0.5204147,0.8367861,1
0,0,0,0,0.9891772,0.3464221,0.0255452,0.7963675,0.8367861,1
0,0,0,0,0.1342529,0.3464221,0.121256,0.01639,0.8367861,1
0,0,0,0,0.1342529,0.3464221,0.2063062,0.812168,0.8367861,1
0,0,0,0,0.1342529,0.3464221,0.8084281,0.3208556,0.8367861,1
0,0,0,0,0.1342529,0.3464221,0.9975919,0.5922096,0.8367861,1
0,0,0,0,0.1342529,0.3464221,0.061943,0.0202724,0.8367861,1
0,0,0,0,0.1342529,0.3464221,0.6525977,0.8741296,0.8367861,1
0,0,0,0,0.8721021,0.3464221,0.7193207,0.8429512,0.8367861,1
0,0,0,0,0.1342529,0.3464221,0.2109233,0.1535661,0.8367861,1
